job_title,avg_salary_yearly_mean,avg_salary_yearly_median,avg_salary_yearly_min,avg_salary_yearly_max,count_records,avg_salary_monthly_mean,avg_rating,skills
java/j2ee software engineer,444000.0,444000.0,444000.0,444000.0,2,37000.0,3.5,R
"manager, database administration",4000000.0,4000000.0,4000000.0,4000000.0,2,333333.33,3.2,R
sse testing,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.1,
sr. test analyst,800000.0,800000.0,800000.0,800000.0,2,66666.67,3.8,R
"sr. scientist, quantitative translational sciences",161500.0,161500.0,161500.0,161500.0,2,13458.33,3.7,
sr. scientist - digital & image analysis/computational pathology,151500.0,151500.0,151500.0,151500.0,2,12625.0,3.7,Excel
sr. python developer/software engineer,1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,4.1,"Python, R"
sr. ios applications developer,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,3.8,R
sr. front end developer - contractor,1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,3.8,R
java manager,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.3,R
java jee developer,200000.0,200000.0,200000.0,200000.0,2,16666.67,4.1,R
java j2ee developer,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,4.1,R
java with spring boot developer,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.1,R
java trainee - intern,180000.0,180000.0,180000.0,180000.0,2,15000.0,3.9,R
java team leader,900000.0,900000.0,900000.0,900000.0,2,75000.0,3.5,R
mobile applications architect,1800000.0,1800000.0,1800000.0,1800000.0,2,150000.0,4.1,R
mobile app development,5000000.0,5000000.0,5000000.0,5000000.0,2,416666.67,4.0,
mobile app developer - contractor,800000.0,800000.0,800000.0,800000.0,2,66666.67,4.4,R
ml developer python nlp,500000.0,500000.0,500000.0,500000.0,2,41666.67,3.9,"Python, R"
middle python developer,500000.0,500000.0,500000.0,500000.0,2,41666.67,1.0,"Python, R"
microsoft sql server database administrator - contractor,500000.0,500000.0,500000.0,500000.0,2,41666.67,3.7,R
microsoft software development engineer in test - intern,588000.0,588000.0,588000.0,588000.0,2,49000.0,4.4,R
microsoft software development engineer (sde) ii,2100000.0,2100000.0,2100000.0,2100000.0,2,175000.0,4.4,R
mobile frontend developer,500000.0,500000.0,500000.0,500000.0,2,41666.67,3.8,R
java deveploer,120000.0,120000.0,120000.0,120000.0,2,10000.0,3.9,R
java developing,684000.0,684000.0,684000.0,684000.0,2,57000.0,4.0,
java developer/mobile app developer,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.8,R
java developer(java microservice developer),500000.0,500000.0,500000.0,500000.0,2,41666.67,3.3,R
java developer(fresher),200000.0,200000.0,200000.0,200000.0,2,16666.67,4.3,R
java soa developer,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,4.1,R
java senior software engineer,444000.0,444000.0,444000.0,444000.0,2,37000.0,4.0,R
java script developer,312000.0,312000.0,312000.0,312000.0,2,26000.0,3.6,R
java programmer/oracle,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.6,R
java programmer analyst,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.1,R
mobile device management - contractor,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.4,R
mobile developer solution - ios developer,400000.0,400000.0,400000.0,400000.0,2,33333.33,3.9,R
mobile developer ii,1400000.0,1400000.0,1400000.0,1400000.0,2,116666.67,3.8,R
mobile developer (ios),1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,3.7,R
mobile crane operator,324000.0,324000.0,324000.0,324000.0,2,27000.0,3.9,R
mobile applications tester,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.3,R
mobile applications developer trainee,240000.0,240000.0,240000.0,240000.0,2,20000.0,4.3,R
mobile applications developer - intern,120000.0,120000.0,120000.0,120000.0,2,10000.0,4.0,R
java developeer,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.8,R
java delevoper,100000.0,100000.0,100000.0,100000.0,2,8333.33,3.8,R
java deceloper,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.0,R
java backend web developer,500000.0,500000.0,500000.0,500000.0,2,41666.67,3.3,R
java fullstack developer - intern,700000.0,700000.0,700000.0,700000.0,2,58333.33,3.7,R
java full stack engineer - intern,144000.0,144000.0,144000.0,144000.0,2,12000.0,3.8,R
java full stack developer - intern,72000.0,72000.0,72000.0,72000.0,2,6000.0,3.7,R
java engineer,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.7,R
java devoleper,300000.0,300000.0,300000.0,300000.0,2,25000.0,4.1,R
mobile technician contractor,240000.0,240000.0,240000.0,240000.0,2,20000.0,3.7,R
mobile tech lead,900000.0,900000.0,900000.0,900000.0,2,75000.0,4.9,
mobile software developer,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.9,R
mobile service manager,324000.0,324000.0,324000.0,324000.0,2,27000.0,3.6,R
mobile platform developer,1400000.0,1400000.0,1400000.0,1400000.0,2,116666.67,4.4,R
mobile phone repair technician,576000.0,576000.0,576000.0,576000.0,2,48000.0,5.0,R
mobile marketing manager,2200000.0,2200000.0,2200000.0,2200000.0,2,183333.33,4.1,R
mobile game developer,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.0,R
non software development engineer,9800000.0,9800000.0,9800000.0,9800000.0,2,816666.67,4.2,R
node js backend developer,420000.0,420000.0,420000.0,420000.0,2,35000.0,3.7,R
mysql database administrator contractor,756000.0,756000.0,756000.0,756000.0,2,63000.0,3.7,R
ms sql server database administrator contractor,924000.0,924000.0,924000.0,924000.0,2,77000.0,4.0,R
ms sql database administrator - contractor,700000.0,700000.0,700000.0,700000.0,2,58333.33,3.6,R
ms sql database administrator,200000.0,200000.0,200000.0,200000.0,2,16666.67,4.1,R
modem test engineer,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,4.1,R
mobile ui/user experience designer,696000.0,696000.0,696000.0,696000.0,2,58000.0,4.3,R
mobile testing,1600000.0,1600000.0,1600000.0,1600000.0,2,133333.33,4.1,
pl actuarial-lead data scientist,146500.0,146500.0,146500.0,146500.0,2,12208.33,3.7,"Excel, Python"
"php development, full stack web developer/web designer - intern",126000.0,126000.0,126000.0,126000.0,2,10500.0,3.0,R
it software development engineer ii,2700000.0,2700000.0,2700000.0,2700000.0,2,225000.0,4.4,R
it software development engineer,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.3,R
it associate data analyst,54000.0,54000.0,54000.0,54000.0,2,4500.0,3.7,
java developer fresher,180000.0,180000.0,180000.0,180000.0,2,15000.0,3.4,R
java developer associate,400000.0,400000.0,400000.0,400000.0,2,33333.33,3.7,R
java developer and front end developer - intern,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.8,R
java developeer - intern,288000.0,288000.0,288000.0,288000.0,2,24000.0,4.2,R
ios developers,100000.0,100000.0,100000.0,100000.0,2,8333.33,4.6,R
ios developer trainee,120000.0,120000.0,120000.0,120000.0,2,10000.0,4.9,R
ios developer l2,700000.0,700000.0,700000.0,700000.0,2,58333.33,3.9,R
ios developer - trainee - intern,168000.0,168000.0,168000.0,168000.0,2,14000.0,3.6,R
java andriod developer,100000.0,100000.0,100000.0,100000.0,2,8333.33,3.8,R
java and j2ee developer,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,4.2,R
java and dot net developer,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.8,R
it software development engineer in test lead,2400000.0,2400000.0,2400000.0,2400000.0,2,200000.0,4.4,R
oracle dba,2300000.0,2300000.0,2300000.0,2300000.0,2,191666.67,3.9,R
oracle database administrator/developer,400000.0,400000.0,400000.0,400000.0,2,33333.33,3.7,R
oracle database administrator - intern,228000.0,228000.0,228000.0,228000.0,2,19000.0,3.6,R
"oracle adf/java developer, database, weblogic some ops/administrative",1400000.0,1400000.0,1400000.0,1400000.0,2,116666.67,3.7,R
operations backend,240000.0,240000.0,240000.0,240000.0,2,20000.0,3.7,R
principal scientist - immunologist,140000.0,140000.0,140000.0,140000.0,2,11666.67,3.7,Excel
principal mobile architect,4800000.0,4800000.0,4800000.0,4800000.0,2,400000.0,3.7,R
principal front end engineer,3500000.0,3500000.0,3500000.0,3500000.0,2,291666.67,4.0,R
principal data scientist with over 10 years experience,225000.0,225000.0,225000.0,225000.0,2,18750.0,-1.0,"AWS, Excel, Python"
pricipal scientist molecular and cellular biologist,76500.0,76500.0,76500.0,76500.0,2,6375.0,3.7,Excel
postgresql database administrator,1400000.0,1400000.0,1400000.0,1400000.0,2,116666.67,4.2,R
pl/sql - java developer,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.0,R
"project engineer, java fresher",400000.0,400000.0,400000.0,400000.0,2,33333.33,3.8,R
professional-1 test engineer,500000.0,500000.0,500000.0,500000.0,2,41666.67,3.5,R
professional front end developer,360000.0,360000.0,360000.0,360000.0,2,30000.0,4.8,R
products data analyst ii,123500.0,123500.0,123500.0,123500.0,2,10291.67,3.3,Excel
production database administrator - contractor,1400000.0,1400000.0,1400000.0,1400000.0,2,116666.67,4.1,R
product test specialist,700000.0,700000.0,700000.0,700000.0,2,58333.33,3.8,R
product engineer – spatial data science and statistical analysis,68500.0,68500.0,68500.0,68500.0,2,5708.33,3.5,"Excel, Python, Spark"
product engineer – data science,82000.0,82000.0,82000.0,82000.0,2,6833.33,3.5,Python
product engineer (android),1800000.0,1800000.0,1800000.0,1800000.0,2,150000.0,4.4,R
product developer(ios),300000.0,300000.0,300000.0,300000.0,2,25000.0,4.3,R
"principal, data science - advanced analytics",111500.0,111500.0,111500.0,111500.0,2,9291.67,3.6,
python automation engineer - contractor,1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,4.1,"Python, R"
python automation - intern,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,3.7,"Python, R"
python and shell scripting developer,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.1,"Python, R"
python and machine learning analyst,100000.0,100000.0,100000.0,100000.0,2,8333.33,4.0,"Python, R"
python and iot developer,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.9,"Python, R"
python analyst,500000.0,500000.0,500000.0,500000.0,2,41666.67,3.7,Python
ios applications developer - contractor,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.8,R
ios app review wwdr,132000.0,132000.0,132000.0,132000.0,2,11000.0,3.7,R
ios app developer - intern,24000.0,24000.0,24000.0,24000.0,2,2000.0,4.7,R
ios & android developer,684000.0,684000.0,684000.0,684000.0,2,57000.0,4.0,R
intermediate software development engineer,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.2,R
ios mobile developer,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.6,R
ios engineer contractor,36000.0,36000.0,36000.0,36000.0,2,3000.0,4.0,R
ios development contractor,528000.0,528000.0,528000.0,528000.0,2,44000.0,3.7,R
ios development - intern,372000.0,372000.0,372000.0,372000.0,2,31000.0,2.5,R
python ai developer - intern,60000.0,60000.0,60000.0,60000.0,2,5000.0,3.0,"Python, R"
python - internee,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.4,"Python, R"
pv scientist,91500.0,91500.0,91500.0,91500.0,2,7625.0,2.9,Excel
python developer trainee,132000.0,132000.0,132000.0,132000.0,2,11000.0,3.3,"Python, R"
python data scientist,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,4.0,Python
guidewire tester,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.8,R
graduate software development engineer,1600000.0,1600000.0,1600000.0,1600000.0,2,133333.33,4.0,R
good scope as a python developer - contractor,500000.0,500000.0,500000.0,500000.0,2,41666.67,1.0,"Python, R"
geospatial software developer and data scientist,105500.0,105500.0,105500.0,105500.0,2,8791.67,3.7,"AWS, Python"
game tester,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.6,R
"game developer ( android, windows)",700000.0,700000.0,700000.0,700000.0,2,58333.33,4.4,R
ios developeer,1300000.0,1300000.0,1300000.0,1300000.0,2,108333.33,3.1,R
ios developee,120000.0,120000.0,120000.0,120000.0,2,10000.0,4.0,
ios dev - intern,72000.0,72000.0,72000.0,72000.0,2,6000.0,3.85,R
ios dev,588000.0,588000.0,588000.0,588000.0,2,49000.0,2.0,
ios applications developer-2,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.1,R
python content development in iit madras online degree,456000.0,456000.0,456000.0,456000.0,2,38000.0,4.5,"Python, R"
python content developer,732000.0,732000.0,732000.0,732000.0,2,61000.0,4.5,"Python, R"
python bigdata engineer,1600000.0,1600000.0,1600000.0,1600000.0,2,133333.33,3.7,"Python, R"
python automation tester - contractor,800000.0,800000.0,800000.0,800000.0,2,66666.67,4.0,"Python, R"
python automation tester,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.1,"Python, R"
python automation qa - contractor,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.9,"Python, R"
python junior developer,180000.0,180000.0,180000.0,180000.0,2,15000.0,4.3,"Python, R"
python full stack developer - intern,500000.0,500000.0,500000.0,500000.0,2,41666.67,4.0,"Python, R"
python full stack developer - contractor,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.7,"Python, R"
python freelance trainer,1453056.0,1453056.0,1453056.0,1453056.0,2,121088.0,4.0,"Python, R"
python engineer/devops,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.3,"Python, R"
python engineer - intern,144000.0,144000.0,144000.0,144000.0,2,12000.0,4.0,"Python, R"
python django developer trainee - intern,60000.0,60000.0,60000.0,60000.0,2,5000.0,4.2,"Python, R"
python devolper,1239744.0,1239744.0,1239744.0,1239744.0,2,103312.0,4.5,"Python, R"
python development - intern,120000.0,120000.0,120000.0,120000.0,2,10000.0,4.1,"Python, R"
python developerposition - intern,120000.0,120000.0,120000.0,120000.0,2,10000.0,3.9,"Python, R"
python developer/plsql developer,500000.0,500000.0,500000.0,500000.0,2,41666.67,4.1,"Python, R"
python developer/nodejs developer,800000.0,800000.0,800000.0,800000.0,2,66666.67,4.1,"Python, R"
python/data engineer,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.9,"Python, R"
python testing and debugging,1400000.0,1400000.0,1400000.0,1400000.0,2,116666.67,3.1,Python
python tester/programmer,360000.0,360000.0,360000.0,360000.0,2,30000.0,3.8,"Python, R"
python software engineer - intern,60000.0,60000.0,60000.0,60000.0,2,5000.0,3.8,"Python, R"
full stack java developer - contractor,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.5,R
full stack front end developer,1400000.0,1400000.0,1400000.0,1400000.0,2,116666.67,3.7,R
front-end web deveoloper,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.9,R
front-end web developer - intern,252000.0,252000.0,252000.0,252000.0,2,21000.0,4.0,R
front-end web developer (software engineer),600000.0,600000.0,600000.0,600000.0,2,50000.0,3.9,R
front-end engineer - intern,180000.0,180000.0,180000.0,180000.0,2,15000.0,4.0,R
i am working with globallogic as a senior android developer,300000.0,300000.0,300000.0,300000.0,2,25000.0,4.0,R
hybrid mobile applications developer,192000.0,192000.0,192000.0,192000.0,2,16000.0,3.2,R
head of mobile development,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.5,
"hadoop, python, jsp servlet, c++ developer - intern",1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,3.8,"Python, R"
python software developer,300000.0,300000.0,300000.0,300000.0,2,25000.0,3.4,"Python, R"
python senior developer,200000.0,200000.0,200000.0,200000.0,2,16666.67,4.2,"Python, R"
python qa,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.3,Python
python programmer contractor,100000.0,100000.0,100000.0,100000.0,2,8333.33,4.6,"Python, R"
python lead developer,300000.0,300000.0,300000.0,300000.0,2,25000.0,5.0,"Python, R"
qa tester - contractor,300000.0,300000.0,300000.0,300000.0,2,25000.0,4.0,R
qa functional tester,500000.0,500000.0,500000.0,500000.0,2,41666.67,3.8,R
"qa analyst, automation test engineer",500000.0,500000.0,500000.0,500000.0,2,41666.67,3.9,R
front end web developer/web designer,312000.0,312000.0,312000.0,312000.0,2,26000.0,3.3,R
front end web developer contractor,120000.0,120000.0,120000.0,120000.0,2,10000.0,4.2,R
front end ui developer - intern,204000.0,204000.0,204000.0,204000.0,2,17000.0,4.1,R
front end team leader,876000.0,876000.0,876000.0,876000.0,2,73000.0,4.0,R
front end software engineer - intern,96000.0,96000.0,96000.0,96000.0,2,8000.0,4.7,R
full stack python developer contractor,60000.0,60000.0,60000.0,60000.0,2,5000.0,4.0,"Python, R"
full stack mobile developer,180000.0,180000.0,180000.0,180000.0,2,15000.0,2.9,R
full stack java developer contractor,124608.0,124608.0,124608.0,124608.0,2,10384.0,3.5,R
qa - game tester contractor,180000.0,180000.0,180000.0,180000.0,2,15000.0,3.6,R
qa - game tester - contractor,300000.0,300000.0,300000.0,300000.0,2,25000.0,4.1,R
python/pyspark,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.8,"Python, R, Spark"
python/django developer contractor,348000.0,348000.0,348000.0,348000.0,2,29000.0,4.1,"Python, R"
python/django developer - contractor,900000.0,900000.0,900000.0,900000.0,2,75000.0,4.5,"Python, R"
research computer scientist - research engineer - sr. computer scientist - software development,71500.0,71500.0,71500.0,71500.0,2,5958.33,3.9,"AWS, Excel, Python"
research and development engineer software,1800000.0,1800000.0,1800000.0,1800000.0,2,150000.0,3.5,R
react native and python developer - intern,180000.0,180000.0,180000.0,180000.0,2,15000.0,4.5,"Python, R"
react js front end developer,672000.0,672000.0,672000.0,672000.0,2,56000.0,4.6,R
react front end developer,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,4.1,R
radar data analyst,59000.0,59000.0,59000.0,59000.0,2,4916.67,4.7,"Excel, Python"
qa tester ii - contractor,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.1,R
qa tester contractor,204000.0,204000.0,204000.0,204000.0,2,17000.0,4.1,R
sap database administrator,400000.0,400000.0,400000.0,400000.0,2,33333.33,3.9,R
salesforce analytics consultant,66500.0,66500.0,66500.0,66500.0,2,5541.67,3.9,Python
"risk and analytics it, data scientist",120000.0,120000.0,120000.0,120000.0,2,10000.0,2.7,Python
research software development engineer - intern,612000.0,612000.0,612000.0,612000.0,2,51000.0,4.4,R
research scientist – security and privacy,93500.0,93500.0,93500.0,93500.0,2,7791.67,3.6,Python
sr. database administrator,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.7,R
sr. data scientist ii,147000.0,147000.0,147000.0,147000.0,2,12250.0,3.4,"AWS, Python, Spark"
"sr. data scientist - analytics, personalized healthcare (phc)",169000.0,169000.0,169000.0,169000.0,2,14083.33,3.9,"Excel, Python, Spark"
sr. data engineer (etl developer),115500.0,115500.0,115500.0,115500.0,2,9625.0,3.7,"Excel, Python"
sr software engineer (data scientist),110500.0,110500.0,110500.0,110500.0,2,9208.33,3.4,Excel
"sr scientist, immuno-oncology - oncology",84500.0,84500.0,84500.0,84500.0,2,7041.67,3.9,AWS
semi senior ios developer,180000.0,180000.0,180000.0,180000.0,2,15000.0,3.4,R
sde2 - python,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,4.0,Python
sde-2 front end,2200000.0,2200000.0,2200000.0,2200000.0,2,183333.33,4.4,R
front end eveloper,500000.0,500000.0,500000.0,500000.0,2,41666.67,4.0,R
front end engineering - intern,336000.0,336000.0,336000.0,336000.0,2,28000.0,4.4,R
front end engineer iii,1800000.0,1800000.0,1800000.0,1800000.0,2,150000.0,3.9,R
front end engineer contractor,168000.0,168000.0,168000.0,168000.0,2,14000.0,3.8,R
front end engineer - intern,60000.0,60000.0,60000.0,60000.0,2,5000.0,4.0,R
front end development senior analyst,852000.0,852000.0,852000.0,852000.0,2,71000.0,4.1,R
front end development manager,228000.0,228000.0,228000.0,228000.0,2,19000.0,5.0,R
front end development,400000.0,400000.0,400000.0,400000.0,2,33333.33,3.8,R
front-end chief angular architect,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.5,R
front-end architect,4700000.0,4700000.0,4700000.0,4700000.0,2,391666.67,3.7,R
front-end - intern,4900000.0,4900000.0,4900000.0,4900000.0,2,408333.33,4.0,R
front end web development,500000.0,500000.0,500000.0,500000.0,2,41666.67,4.1,R
sde-1 backend developer,1900000.0,1900000.0,1900000.0,1900000.0,2,158333.33,4.7,R
"scientist, pharmacometrics",120500.0,120500.0,120500.0,120500.0,2,10041.67,3.8,
"scientist, immuno-oncology",90500.0,90500.0,90500.0,90500.0,2,7541.67,3.9,AWS
"scientist, analytical development",62000.0,62000.0,62000.0,62000.0,2,5166.67,4.4,
scientist manufacturing pharma - kentucky bioprocessing,103500.0,103500.0,103500.0,103500.0,2,8625.0,3.1,
scientist manufacturing - kentucky bioprocessing,103500.0,103500.0,103500.0,103500.0,2,8625.0,3.1,
senior clinical database programmer,576000.0,576000.0,576000.0,576000.0,2,48000.0,3.8,R
senior automation test engineer,800000.0,800000.0,800000.0,800000.0,2,66666.67,4.1,R
senior associate - java developer,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.0,R
front end developer - angular,240000.0,240000.0,240000.0,240000.0,2,20000.0,3.8,R
front end developer (react js),400000.0,400000.0,400000.0,400000.0,2,33333.33,3.9,R
front end dev,636000.0,636000.0,636000.0,636000.0,2,53000.0,4.1,R
front end designer - intern,60000.0,60000.0,60000.0,60000.0,2,5000.0,4.0,R
front end designer,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.2,R
front end chasier,228000.0,228000.0,228000.0,228000.0,2,19000.0,3.9,R
front end software engineer,200000.0,200000.0,200000.0,200000.0,2,16666.67,4.3,R
front end service clerk/cashier,216000.0,216000.0,216000.0,216000.0,2,18000.0,4.5,R
front end react developer - intern,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.3,R
senior applications database administrator,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,3.4,R
senior android software developer,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,4.1,R
senior analyst backend developer,400000.0,400000.0,400000.0,400000.0,2,33333.33,3.6,R
senior analyst (ios/iphone),900000.0,900000.0,900000.0,900000.0,2,75000.0,4.2,R
sen ios developer,800000.0,800000.0,800000.0,800000.0,2,66666.67,3.7,R
senior data scientist oncology,140000.0,140000.0,140000.0,140000.0,2,11666.67,3.9,"Excel, Python"
senior data scientist artificial intelligence,80500.0,80500.0,80500.0,80500.0,2,6708.33,3.8,
senior data scientist 4 artificial intelligence,119000.0,119000.0,119000.0,119000.0,2,9916.67,3.8,
senior data scientist / machine learning,96000.0,96000.0,96000.0,96000.0,2,8000.0,3.9,Excel
senior data & machine learning scientist,133000.0,133000.0,133000.0,133000.0,2,11083.33,3.0,"AWS, Python"
senior core java developer,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,4.0,R
senior developer mobile solutions l2,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.9,R
senior developer mobile solutions,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,3.9,R
senior developer - front end,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,3.9,R
senior dba,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,3.9,R
senior database programmer,1300000.0,1300000.0,1300000.0,1300000.0,2,108333.33,4.0,R
senior database developer contractor,516000.0,516000.0,516000.0,516000.0,2,43000.0,3.2,R
senior database architect,2100000.0,2100000.0,2100000.0,2100000.0,2,175000.0,4.0,R
front end analyst,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.0,R
freshers java applications developer,180000.0,180000.0,180000.0,180000.0,2,15000.0,3.8,R
fresher front end,360000.0,360000.0,360000.0,360000.0,2,30000.0,4.0,R
freelance android mobile developer,800448.0,800448.0,800448.0,800448.0,2,66704.0,4.2,R
flutter/android developer,200000.0,200000.0,200000.0,200000.0,2,16666.67,4.3,R
excel / vba / sql data analyst,61000.0,61000.0,61000.0,61000.0,2,5083.33,4.1,Excel
front end developer ss3,3400000.0,3400000.0,3400000.0,3400000.0,2,283333.33,3.3,R
front end developer and designer,288000.0,288000.0,288000.0,288000.0,2,24000.0,4.0,R
front end developer - javascript/html5,312000.0,312000.0,312000.0,312000.0,2,26000.0,4.0,R
senior database administrator - contractor,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.9,R
senior database administrator (dba),1300000.0,1300000.0,1300000.0,1300000.0,2,108333.33,4.4,R
android associate trainee,200000.0,200000.0,200000.0,200000.0,2,16666.67,2.7,R
senior hybrid mobile app developer,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.5,R
senior front-end web developer,700000.0,700000.0,700000.0,700000.0,2,58333.33,4.1,R
senior front-end engineer,1700000.0,1700000.0,1700000.0,1700000.0,2,141666.67,4.0,R
senior front end developer - contractor,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.1,R
senior front end developer & solution architect,2300000.0,2300000.0,2300000.0,2300000.0,2,191666.67,3.3,R
embedded python engineer,348000.0,348000.0,348000.0,348000.0,2,29000.0,4.0,"Python, R"
sybase database administrator - contractor,500000.0,500000.0,500000.0,500000.0,2,41666.67,3.5,R
staff software development engineer in test,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,4.1,R
staff scientist- upstream pd,81000.0,81000.0,81000.0,81000.0,2,6750.0,2.7,
android team leader,3600000.0,3600000.0,3600000.0,3600000.0,2,300000.0,3.6,R
staff data scientist - technology,139000.0,139000.0,139000.0,139000.0,2,11583.33,3.2,
staff data scientist,171500.0,171500.0,171500.0,171500.0,2,14291.67,3.5,"AWS, Python"
trainee engineer – software development,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.9,R
staff bi and data engineer,114000.0,114000.0,114000.0,114000.0,2,9500.0,2.9,"Python, Spark"
front end assistant,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.6,R
"senior developer, software development engineer ii",1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,3.8,R
sr oracle database administrator,2600000.0,2600000.0,2600000.0,2600000.0,2,216666.67,3.9,R
sr it software development engineer in test,2700000.0,2700000.0,2700000.0,2700000.0,2,225000.0,4.4,R
"sr expert data science, advanced visual analytics (associate level)",106500.0,106500.0,106500.0,106500.0,2,8875.0,3.8,Python
sr data engineer (sr bi developer),100000.0,100000.0,100000.0,100000.0,2,8333.33,3.4,
sr data analyst - it,72500.0,72500.0,72500.0,72500.0,2,6041.67,2.1,Excel
sr android engineer,2000000.0,2000000.0,2000000.0,2000000.0,2,166666.67,3.9,R
database engineer - contractor,900000.0,900000.0,900000.0,900000.0,2,75000.0,3.0,R
etl data engineer python,400000.0,400000.0,400000.0,400000.0,2,33333.33,3.8,"Python, R"
ethical hacking and python,936000.0,936000.0,936000.0,936000.0,2,78000.0,4.4,Python
trainee android developer,300000.0,300000.0,300000.0,300000.0,2,25000.0,4.6,R
entry level java developer contractor,576000.0,576000.0,576000.0,576000.0,2,48000.0,3.6,R
"enterprise architect, data",129500.0,129500.0,129500.0,129500.0,2,10791.67,3.6,"AWS, Excel, Python, Spark"
engineer- front end cad,1500000.0,1500000.0,1500000.0,1500000.0,2,125000.0,4.1,R
engineer software development,900000.0,900000.0,900000.0,900000.0,2,75000.0,4.1,R
engineer -testing,480000.0,480000.0,480000.0,480000.0,2,40000.0,4.1,R
"engineer - i, embedded software development",600000.0,600000.0,600000.0,600000.0,2,50000.0,3.8,R
sql server dba,1600000.0,1600000.0,1600000.0,1600000.0,2,133333.33,3.8,R
senior java develoiper,768000.0,768000.0,768000.0,768000.0,2,64000.0,3.7,R
senior java backend developer,1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,3.5,R
"senior ios developer, mobile app developer",700000.0,700000.0,700000.0,700000.0,2,58333.33,4.7,R
senior ios developer contractor,100000.0,100000.0,100000.0,100000.0,2,8333.33,5.0,R
senior ios developer and tech lead,948000.0,948000.0,948000.0,948000.0,2,79000.0,2.9,R
