job_title,avg_salary_yearly_mean,avg_salary_yearly_median,avg_salary_yearly_min,avg_salary_yearly_max,count_records,avg_salary_monthly_mean,avg_rating,skills
senior java programmer,859968.0,900000.0,588000.0,1091904.0,6,71664.0,4.0,R
backend developer contractor,544000.0,312000.0,168000.0,1152000.0,6,45333.33,3.7,R
mobile architect,2500000.0,2500000.0,1900000.0,3100000.0,6,208333.33,3.57,R
java back-end developer,252000.0,288000.0,168000.0,300000.0,6,21000.0,4.0,R
senior software development engineer contractor,534666.67,528000.0,200000.0,876000.0,6,44555.56,4.2,R
senior oracle applications database administrator,1104000.0,1200000.0,612000.0,1500000.0,6,92000.0,3.87,R
senior python engineer,1100000.0,1300000.0,200000.0,1800000.0,6,91666.67,3.93,"Python, R"
database administrator/developer,593333.33,500000.0,480000.0,800000.0,6,49444.44,3.83,R
mobile developer - intern,296000.0,240000.0,60000.0,588000.0,6,24666.67,4.0,R
microsoft sql server database administrator,933333.33,600000.0,400000.0,1800000.0,6,77777.78,3.87,R
software development engineer iv,2366666.67,2500000.0,1900000.0,2700000.0,6,197222.22,3.87,R
software development engineer trainee,674000.0,522000.0,500000.0,1000000.0,6,56166.67,4.17,R
java trainee,273333.33,300000.0,120000.0,400000.0,6,22777.78,3.47,R
java web developer,517333.33,600000.0,252000.0,700000.0,6,43111.11,4.2,R
systems test engineer,666666.67,400000.0,400000.0,1200000.0,6,55555.56,4.03,R
software qa tester,433333.33,400000.0,400000.0,500000.0,6,36111.11,3.9,R
backend - intern,180000.0,132000.0,120000.0,288000.0,6,15000.0,4.27,R
sr. database engineer,1933333.33,2000000.0,900000.0,2900000.0,6,161111.11,4.03,R
backend operations,444000.0,408000.0,336000.0,588000.0,6,37000.0,3.87,R
software development engineer -3,2400000.0,1600000.0,1000000.0,4600000.0,6,200000.0,3.93,R
jr. ios developer,366666.67,300000.0,300000.0,500000.0,6,30555.56,3.37,R
"manager, software development & engineering",2566666.67,2600000.0,1600000.0,3500000.0,6,213888.89,4.13,R
software development engineer (sde1) - intern,1458666.67,1600000.0,876000.0,1900000.0,6,121555.56,3.63,R
sr. ios engineer,800000.0,1000000.0,200000.0,1200000.0,6,66666.67,3.95,R
android developer trainee,140000.0,120000.0,100000.0,200000.0,6,11666.67,4.17,R
sr. ios developer,618666.67,588000.0,468000.0,800000.0,6,51555.56,3.83,R
android team lead,2500000.0,2500000.0,1700000.0,3300000.0,6,208333.33,4.17,R
java - intern,116000.0,120000.0,108000.0,120000.0,6,9666.67,4.33,R
associate android developer,234666.67,240000.0,200000.0,264000.0,6,19555.56,3.9,R
associate front end developer,833333.33,400000.0,200000.0,1900000.0,6,69444.44,4.33,R
software engineer - java developer - contractor,233333.33,300000.0,100000.0,300000.0,6,19444.44,4.17,R
software engineer - java developer - intern,945024.0,516000.0,300000.0,2019072.0,6,78752.0,4.23,R
associate test engineer,500000.0,300000.0,300000.0,900000.0,6,41666.67,3.7,R
software development enginner-||,666666.67,400000.0,200000.0,1400000.0,6,55555.56,3.7,R
software development engineer/hacker,188000.0,168000.0,132000.0,264000.0,6,15666.67,4.2,R
associate software development engineer in test,633333.33,600000.0,500000.0,800000.0,6,52777.78,3.87,R
ios team lead,1714666.67,800000.0,744000.0,3600000.0,6,142888.89,4.43,
sr backend software engineer,494122.67,700000.0,82368.0,700000.0,6,41176.89,4.03,R
database lead,1200000.0,900000.0,200000.0,2500000.0,6,100000.0,3.9,
sql server database administrator contractor,620000.0,540000.0,528000.0,792000.0,6,51666.67,3.7,R
staff software development engineer,4466666.67,2900000.0,1900000.0,8600000.0,6,372222.22,3.73,R
senior ios app developer,800000.0,900000.0,504000.0,996000.0,6,66666.67,4.27,R
pmts software development engineer,1133333.33,300000.0,200000.0,2900000.0,6,94444.44,3.87,R
principal software development engineer in test,1133333.33,1000000.0,700000.0,1700000.0,6,94444.44,3.9,R
ios applications developer contractor,384000.0,312000.0,252000.0,588000.0,6,32000.0,3.8,R
front end web developer - contractor,433333.33,400000.0,200000.0,700000.0,6,36111.11,3.53,R
front end web deceloper,772000.0,624000.0,492000.0,1200000.0,6,64333.33,3.93,R
full stack java developer - intern,121333.33,132000.0,100000.0,132000.0,6,10111.11,4.2,R
python ml developer,222666.67,200000.0,120000.0,348000.0,6,18555.56,4.13,"Python, R"
python automation qa,980000.0,1140000.0,600000.0,1200000.0,6,81666.67,3.97,Python
sde2(android),2633333.33,2600000.0,1900000.0,3400000.0,6,219444.44,4.0,R
senior backend software engineer,1800000.0,2200000.0,200000.0,3000000.0,6,150000.0,4.03,R
sr. data engineer,115000.0,115000.0,107500.0,122500.0,6,9583.33,3.95,"AWS, Python, Spark"
junior android developer - intern,290666.67,300000.0,72000.0,500000.0,6,24222.22,3.5,R
junior python developer - intern,461333.33,264000.0,120000.0,1000000.0,6,38444.44,4.17,"Python, R"
python test engineer,1209333.33,500000.0,228000.0,2900000.0,6,100777.78,3.9,"Python, R"
python fresher,306666.67,240000.0,180000.0,500000.0,6,25555.56,4.1,"Python, R"
python web developer,373333.33,400000.0,120000.0,600000.0,6,31111.11,4.0,"Python, R"
python trainee,268000.0,228000.0,180000.0,396000.0,6,22333.33,3.9,"Python, R"
specialist software development engineer,1733333.33,1300000.0,600000.0,3300000.0,6,144444.44,3.6,R
principal data scientist,176300.0,173000.0,147500.0,194000.0,5,14691.67,3.54,"AWS, Excel, Python"
machine learning engineer,104900.0,100500.0,87000.0,125000.0,5,8741.67,3.74,"AWS, Excel, Python, Spark"
android app development,228000.0,228000.0,228000.0,228000.0,4,19000.0,4.0,R
ui developer/front end developer,750000.0,750000.0,300000.0,1200000.0,4,62500.0,3.95,R
software engineer(python programmer),900000.0,900000.0,300000.0,1500000.0,4,75000.0,4.15,"Python, R"
"""oracle dba""",284000.0,284000.0,168000.0,400000.0,4,23666.67,3.95,R
analytics manager - data mart,64000.0,64000.0,64000.0,64000.0,4,5333.33,3.5,
lead backend developer,2100000.0,2100000.0,1900000.0,2300000.0,4,175000.0,3.6,R
lead backend engineer,742000.0,742000.0,500000.0,984000.0,4,61833.33,4.55,R
testing engineering analyst,400000.0,400000.0,400000.0,400000.0,4,33333.33,4.1,R
front-end engineer,506000.0,506000.0,400000.0,612000.0,4,42166.67,4.2,R
full stack android developer,900000.0,900000.0,900000.0,900000.0,4,75000.0,4.45,R
python instructor,508000.0,508000.0,500000.0,516000.0,4,42333.33,4.7,"Python, R"
junior java programmer,240000.0,240000.0,180000.0,300000.0,4,20000.0,4.2,R
lead android engineer,1250000.0,1250000.0,400000.0,2100000.0,4,104166.67,3.75,R
front end web developer/designer,400000.0,400000.0,400000.0,400000.0,4,33333.33,4.5,R
qa analyst/etl tester,400000.0,400000.0,300000.0,500000.0,4,33333.33,3.85,R
qa test analyst,250000.0,250000.0,200000.0,300000.0,4,20833.33,3.55,
full stack web developer,246000.0,246000.0,192000.0,300000.0,4,20500.0,4.1,R
good scope as a python developer,650000.0,650000.0,100000.0,1200000.0,4,54166.67,4.5,"Python, R"
"python developer, data science",500000.0,500000.0,400000.0,600000.0,4,41666.67,3.9,"Python, R"
python - internee - intern,244000.0,244000.0,200000.0,288000.0,4,20333.33,3.7,"Python, R"
python ai developer,450000.0,450000.0,200000.0,700000.0,4,37500.0,3.65,"Python, R"
ios engineer - contractor,750000.0,750000.0,400000.0,1100000.0,4,62500.0,3.95,R
ios engineer - intern,210000.0,210000.0,180000.0,240000.0,4,17500.0,3.85,R
ios lead,1750000.0,1750000.0,1100000.0,2400000.0,4,145833.33,3.8,
ios - intern,182000.0,182000.0,100000.0,264000.0,4,15166.67,4.05,R
software engineer android,750000.0,750000.0,700000.0,800000.0,4,62500.0,3.95,R
software development staff engineer,2000000.0,2000000.0,1400000.0,2600000.0,4,166666.67,4.35,R
python backend developer,700000.0,700000.0,700000.0,700000.0,4,58333.33,4.05,"Python, R"
research scientist,65625.0,61250.0,52500.0,87500.0,4,5468.75,2.97,"AWS, Excel"
software engineer (backend),900000.0,900000.0,600000.0,1200000.0,4,75000.0,3.85,R
software enggineer- product development,378000.0,378000.0,300000.0,456000.0,4,31500.0,4.1,R
sr. data engineer - contract-to-hire (java),98000.0,98000.0,98000.0,98000.0,4,8166.67,3.0,Python
front end engineer ii,2950000.0,2950000.0,2600000.0,3300000.0,4,245833.33,3.8,R
rakuten mobile,1900000.0,1900000.0,1900000.0,1900000.0,4,158333.33,3.5,R
reactjs/redux front-end developer,678000.0,678000.0,456000.0,900000.0,4,56500.0,4.6,R
software test automation engineer,450000.0,450000.0,300000.0,600000.0,4,37500.0,3.85,R
sr test engineer,550000.0,550000.0,400000.0,700000.0,4,45833.33,3.85,R
applications database administrator,714000.0,714000.0,528000.0,900000.0,4,59500.0,3.8,R
as a python developer,400000.0,400000.0,400000.0,400000.0,4,33333.33,3.9,"Python, R"
associate database administrator,338000.0,338000.0,276000.0,400000.0,4,28166.67,3.95,R
software engineer - backend,750000.0,750000.0,700000.0,800000.0,4,62500.0,4.05,R
software engineer - development,480000.0,480000.0,360000.0,600000.0,4,40000.0,3.75,R
software development senior engineer,2000000.0,2000000.0,1300000.0,2700000.0,4,166666.67,4.1,R
front end manager,1700000.0,1700000.0,1700000.0,1700000.0,4,141666.67,4.25,R
r&d specialist/ food scientist,52500.0,52500.0,52500.0,52500.0,4,4375.0,2.4,
front end developer (angular),400000.0,400000.0,200000.0,600000.0,4,33333.33,4.95,R
software engineer - java,360000.0,360000.0,336000.0,384000.0,4,30000.0,3.6,R
software development engineering - intern,348000.0,348000.0,252000.0,444000.0,4,29000.0,4.5,R
software engineer - product development,500000.0,500000.0,500000.0,500000.0,4,41666.67,3.8,R
backend engineering - intern,180000.0,180000.0,72000.0,288000.0,4,15000.0,4.1,R
associate software development engineer - intern,378000.0,378000.0,312000.0,444000.0,4,31500.0,3.8,R
"software development engineering, trainee",350000.0,350000.0,300000.0,400000.0,4,29166.67,3.6,R
principal database administrator,2350000.0,2350000.0,1300000.0,3400000.0,4,195833.33,4.1,R
oracle applications database administrator - contractor,1350000.0,1350000.0,1200000.0,1500000.0,4,112500.0,4.1,R
staff scientist-downstream process development,81000.0,81000.0,81000.0,81000.0,4,6750.0,2.7,Excel
senior engineer - software development,1950000.0,1950000.0,1400000.0,2500000.0,4,162500.0,3.65,R
senior database administrator contractor,552000.0,552000.0,444000.0,660000.0,4,46000.0,3.35,R
"front end developer, ui designer, ui developer, user experience designer, html5 developer",800000.0,800000.0,600000.0,1000000.0,4,66666.67,3.8,R
etl tester,500000.0,500000.0,500000.0,500000.0,4,41666.67,3.6,R
food scientist - developer,54000.0,54000.0,54000.0,54000.0,4,4500.0,3.3,
software test specialist,400000.0,400000.0,400000.0,400000.0,4,33333.33,4.1,R
front end,504000.0,504000.0,168000.0,840000.0,4,42000.0,3.7,R
ios software developer - intern,180000.0,180000.0,120000.0,240000.0,4,15000.0,3.75,R
mongodb database administrator,650000.0,650000.0,600000.0,700000.0,4,54166.67,4.0,R
nodejs backend developer - intern,318000.0,318000.0,60000.0,576000.0,4,26500.0,4.2,R
mobile lead,1350000.0,1350000.0,1300000.0,1400000.0,4,112500.0,3.8,
mobile mapping engineer,174000.0,174000.0,120000.0,228000.0,4,14500.0,3.5,R
mobile phone technician,186000.0,186000.0,168000.0,204000.0,4,15500.0,4.2,
mobile repair technician,198000.0,198000.0,168000.0,228000.0,4,16500.0,3.55,R
mobile team lead,3400000.0,3400000.0,1600000.0,5200000.0,4,283333.33,4.15,
embedded software development engineer,600000.0,600000.0,400000.0,800000.0,4,50000.0,3.95,R
sql-dba - contractor,550000.0,550000.0,400000.0,700000.0,4,45833.33,3.7,R
sr database administrator,1500000.0,1500000.0,1400000.0,1600000.0,4,125000.0,3.85,R
sr ios developer - contractor,1800000.0,1800000.0,1600000.0,2000000.0,4,150000.0,3.8,R
senior engineer - android,550000.0,550000.0,100000.0,1000000.0,4,45833.33,4.15,R
front end architect,800000.0,800000.0,200000.0,1400000.0,4,66666.67,3.85,R
database administrative,1600000.0,1600000.0,900000.0,2300000.0,4,133333.33,4.05,R
database programmer,400000.0,400000.0,300000.0,500000.0,4,33333.33,3.5,R
senior ms sql db administrator,800000.0,800000.0,600000.0,1000000.0,4,66666.67,3.7,R
senior ios developer - contractor,1250000.0,1250000.0,1200000.0,1300000.0,4,104166.67,3.6,R
mobile test engineer,800000.0,800000.0,600000.0,1000000.0,4,66666.67,3.85,R
java backend developer,282000.0,282000.0,252000.0,312000.0,4,23500.0,4.15,R
mobile tester,1350000.0,1350000.0,700000.0,2000000.0,4,112500.0,3.8,R
mobile applications development - intern,216000.0,216000.0,60000.0,372000.0,4,18000.0,3.9,R
mobile expert,402000.0,402000.0,228000.0,576000.0,4,33500.0,3.2,R
java programmer - intern,198000.0,198000.0,168000.0,228000.0,4,16500.0,4.2,R
java developer trainee,900000.0,900000.0,700000.0,1100000.0,4,75000.0,3.5,R
backend developer - contractor,1208000.0,1208000.0,816000.0,1600000.0,4,100666.67,4.05,R
senior oracle database administrator - contractor,1500000.0,1500000.0,500000.0,2500000.0,4,125000.0,3.95,R
senior python developer/software engineer,622000.0,622000.0,500000.0,744000.0,4,51833.33,3.55,"Python, R"
database architect/developer,1750000.0,1750000.0,600000.0,2900000.0,4,145833.33,3.95,R
database consultant,968000.0,968000.0,936000.0,1000000.0,4,80666.67,3.7,
fresher - java developer,180000.0,180000.0,180000.0,180000.0,4,15000.0,4.2,R
database developer - contractor,450000.0,450000.0,400000.0,500000.0,4,37500.0,3.45,R
database administration,234000.0,234000.0,168000.0,300000.0,4,19500.0,4.25,R
senior research scientist-machine learning,124000.0,124000.0,124000.0,124000.0,4,10333.33,2.6,
database administrator - intern,202000.0,202000.0,200000.0,204000.0,4,16833.33,3.75,R
software development engineer staff,3100000.0,3100000.0,2800000.0,3400000.0,4,258333.33,3.8,R
backend web developer - intern,222000.0,222000.0,216000.0,228000.0,4,18500.0,3.9,R
back-end developer (python django),380000.0,380000.0,360000.0,400000.0,4,31666.67,4.35,"Python, R"
software development engineer in3,1350000.0,1350000.0,200000.0,2500000.0,4,112500.0,4.0,R
medical laboratory scientist,21500.0,21500.0,21500.0,21500.0,4,1791.67,4.0,AWS
microsoft software development engineer - intern,2384000.0,2384000.0,468000.0,4300000.0,4,198666.67,4.35,R
java trainer,408000.0,408000.0,180000.0,636000.0,4,34000.0,2.55,R
java production support,534000.0,534000.0,468000.0,600000.0,4,44500.0,3.85,R
java programmer - contractor,550000.0,550000.0,300000.0,800000.0,4,45833.33,3.7,R
systems developer/python developer - intern,114000.0,114000.0,84000.0,144000.0,4,9500.0,3.6,"Python, R"
tech lead- android applications developer,2650000.0,2650000.0,1500000.0,3800000.0,4,220833.33,4.25,R
java devloper- entry level,350000.0,350000.0,300000.0,400000.0,4,29166.67,4.0,R
"senior software engineer, product development",562000.0,562000.0,324000.0,800000.0,4,46833.33,3.8,R
senior software development engineer ii,2050000.0,2050000.0,1700000.0,2400000.0,4,170833.33,3.95,R
senior software engineer (ios),1400000.0,1400000.0,400000.0,2400000.0,4,116666.67,3.15,R
database administrator (database administrator) - intern,288000.0,288000.0,120000.0,456000.0,4,24000.0,3.7,R
"software engineer, backend - contractor",2500000.0,2500000.0,1500000.0,3500000.0,4,208333.33,3.35,R
software qa test engineer,354000.0,354000.0,300000.0,408000.0,4,29500.0,3.55,R
software test analyst,410000.0,410000.0,400000.0,420000.0,4,34166.67,3.7,R
android software developer - intern,642000.0,642000.0,180000.0,1104000.0,4,53500.0,3.55,R
android tech lead,2000000.0,2000000.0,1500000.0,2500000.0,4,166666.67,3.8,R
android/ios developer,478000.0,478000.0,456000.0,500000.0,4,39833.33,4.0,R
angular front end developer,500000.0,500000.0,300000.0,700000.0,4,41666.67,4.43,R
test engineering analyst,450000.0,450000.0,400000.0,500000.0,4,37500.0,4.1,R
test engineering senior analyst,550000.0,550000.0,500000.0,600000.0,4,45833.33,4.1,R
technical test lead,150000.0,150000.0,100000.0,200000.0,4,12500.0,3.3,
software development engineer (sde) ii - intern,144000.0,144000.0,60000.0,228000.0,4,12000.0,4.6,R
technical java lead developer,1050000.0,1050000.0,800000.0,1300000.0,4,87500.0,3.85,R
software backend developer,850000.0,850000.0,500000.0,1200000.0,4,70833.33,4.3,R
software developer - android developer,374000.0,374000.0,348000.0,400000.0,4,31166.67,4.2,R
sr. java/j2ee developer,950000.0,950000.0,900000.0,1000000.0,4,79166.67,3.6,R
senior software testing engineer,700000.0,700000.0,700000.0,700000.0,4,58333.33,3.95,R
jr python developer,300000.0,300000.0,200000.0,400000.0,4,25000.0,3.0,"Python, R"
manual testing,300000.0,300000.0,200000.0,400000.0,4,25000.0,3.85,
med tech/lab scientist- south coastal lab,27500.0,27500.0,27500.0,27500.0,4,2291.67,3.6,
sr. software development engineer in test,1450000.0,1450000.0,1200000.0,1700000.0,4,120833.33,4.2,R
lead sql database administrator,1450000.0,1450000.0,1100000.0,1800000.0,4,120833.33,3.85,R
software development engineer -2,1812000.0,1812000.0,924000.0,2700000.0,4,151000.0,3.6,R
software development associate engineer,950000.0,950000.0,800000.0,1100000.0,4,79166.67,3.9,R
software development engineer(sde),1176000.0,1176000.0,1152000.0,1200000.0,4,98000.0,3.9,R
software development engineer in test (sdet) contractor,468384.0,468384.0,240768.0,696000.0,4,39032.0,3.9,R
software development engineer in test (sdet) i - intern,372000.0,372000.0,300000.0,444000.0,4,31000.0,4.15,R
backend lead developer,1200000.0,1200000.0,1100000.0,1300000.0,4,100000.0,3.45,R
ui front end developer,1050000.0,1050000.0,500000.0,1600000.0,4,87500.0,4.4,R
ui/front end developer,700000.0,700000.0,400000.0,1000000.0,4,58333.33,3.7,R
"tester-java, selenium",368000.0,368000.0,336000.0,400000.0,4,30666.67,4.05,R
software development engineer in test iii,1250000.0,1250000.0,1100000.0,1400000.0,4,104166.67,4.05,R
software development engineer for oyo,1000000.0,1000000.0,1000000.0,1000000.0,4,83333.33,3.4,R
csa front end,212000.0,212000.0,100000.0,324000.0,4,17666.67,3.85,R
software development engineer -1,1350000.0,1350000.0,900000.0,1800000.0,4,112500.0,4.25,R
mainframe db2 database administrator,600000.0,600000.0,400000.0,800000.0,4,50000.0,3.7,R
junior database administrator,586000.0,586000.0,372000.0,800000.0,4,48833.33,4.2,R
junior front-end developer,350000.0,350000.0,300000.0,400000.0,4,29166.67,2.9,R
lead ios engineer,2250000.0,2250000.0,2100000.0,2400000.0,4,187500.0,3.9,R
lead mobile developer,950000.0,950000.0,200000.0,1700000.0,4,79166.67,4.55,R
lead python developer,1400000.0,1400000.0,1200000.0,1600000.0,4,116666.67,3.95,"Python, R"
android dvelopere,226000.0,226000.0,200000.0,252000.0,4,18833.33,3.5,R
trainee java developer,204000.0,204000.0,120000.0,288000.0,4,17000.0,4.25,R
trainee junior python developer,228000.0,228000.0,228000.0,228000.0,4,19000.0,4.1,"Python, R"
trainee software development engineer,400000.0,400000.0,400000.0,400000.0,4,33333.33,4.0,R
lead data engineer,205000.0,205000.0,205000.0,205000.0,3,17083.33,4.1,"AWS, Python, Spark"
scientist - analytical services,99500.0,99500.0,99500.0,99500.0,3,8291.67,3.1,Excel
scientist,81333.33,82500.0,76000.0,85500.0,3,6777.78,3.17,"AWS, Excel"
"scientist, bacteriology",111500.0,111500.0,111500.0,111500.0,3,9291.67,2.1,Excel
"scientist/senior scientist, autoimmune",134500.0,134500.0,134500.0,134500.0,3,11208.33,4.4,
senior data scientist - r&d oncology,137000.0,137000.0,137000.0,137000.0,3,11416.67,3.9,Python
"project scientist - auton lab, robotics institute",73500.0,73500.0,73500.0,73500.0,3,6125.0,2.6,Excel
revenue analytics manager,61500.0,61500.0,61500.0,61500.0,3,5125.0,4.8,Excel
sr. scientist method development,80000.0,80000.0,80000.0,80000.0,3,6666.67,2.9,Excel
it - data engineer ii,90000.0,90000.0,90000.0,90000.0,3,7500.0,3.4,"Excel, Spark"
sr. data analyst,77833.33,81000.0,69500.0,83000.0,3,6486.11,3.5,"Excel, Python, Spark"
"principal scientist, hematology",84500.0,84500.0,84500.0,84500.0,3,7041.67,3.3,
"principal scientist, chemistry & immunology",84500.0,84500.0,84500.0,84500.0,3,7041.67,3.3,
"research scientist, immunology - cancer biology",120000.0,120000.0,120000.0,120000.0,3,10000.0,-1.0,Excel
"scientist, molecular/cellular biologist",73000.0,73000.0,73000.0,73000.0,3,6083.33,2.9,
machine learning engineer - regulatory,87000.0,87000.0,87000.0,87000.0,3,7250.0,3.7,"Excel, Python"
senior data science systems engineer,77500.0,77500.0,77500.0,77500.0,3,6458.33,3.2,
information security data analyst,60000.0,61000.0,58000.0,61000.0,3,5000.0,3.9,"AWS, Python, Spark"
principal data scientist (computational chemistry),140500.0,140500.0,140500.0,140500.0,3,11708.33,4.7,"AWS, Python"
scientist - biomarker and flow cytometry,70500.0,70500.0,70500.0,70500.0,3,5875.0,2.4,
senior insurance data scientist,140000.0,140000.0,140000.0,140000.0,3,11666.67,3.9,"Excel, Python"
staff machine learning engineer,181000.0,181000.0,181000.0,181000.0,3,15083.33,3.9,"Python, Spark"
staff data engineer,158666.67,149500.0,149500.0,177000.0,3,13222.22,3.77,"AWS, Python, Spark"
environmental engineer/scientist,26500.0,26500.0,26500.0,26500.0,3,2208.33,3.3,Excel
"director ii, data science - grm actuarial",254000.0,254000.0,254000.0,254000.0,3,21166.67,3.3,Python
senior scientist - regulatory submissions,117500.0,117500.0,117500.0,117500.0,3,9791.67,3.1,Excel
senior scientist (neuroscience),154500.0,154500.0,154500.0,154500.0,3,12875.0,3.5,"Excel, Python"
data science manager,158833.33,127500.0,127500.0,221500.0,3,13236.11,3.53,"Excel, Python"
consultant - analytics consulting,62500.0,62500.0,62500.0,62500.0,3,5208.33,3.0,Excel
clinical laboratory scientist,31500.0,31500.0,31500.0,31500.0,3,2625.0,3.7,
clinical data analyst,48500.0,37500.0,37500.0,70500.0,3,4041.67,3.37,Excel
"associate scientist, lc/ms biologics",70000.0,70000.0,70000.0,70000.0,3,5833.33,2.9,Excel
"associate director, platform and devops- data engineering and aritifical intelligence",154500.0,154500.0,154500.0,154500.0,3,12875.0,3.7,"AWS, Excel, Spark"
software engineer - data visualization,93500.0,93500.0,93500.0,93500.0,3,7791.67,4.0,Excel
associate data analyst- graduate development program,45500.0,45500.0,45500.0,45500.0,3,3791.67,3.3,
amazon software development engineer ii,2800000.0,2800000.0,2800000.0,2800000.0,2,233333.33,3.8,"AWS, R"
.net/android developer,100000.0,100000.0,100000.0,100000.0,2,8333.33,2.6,R
junior front-end web developer contractor,288000.0,288000.0,288000.0,288000.0,2,24000.0,4.0,R
lead database administrator - contractor,2600000.0,2600000.0,2600000.0,2600000.0,2,216666.67,3.3,R
lead data engineer (python),94500.0,94500.0,94500.0,94500.0,2,7875.0,4.7,"AWS, Python"
lead data analyst,47000.0,47000.0,47000.0,47000.0,2,3916.67,3.9,Spark
lead big data engineer,162000.0,162000.0,162000.0,162000.0,2,13500.0,4.0,"AWS, Excel, Python, Spark"
lead backend engineer - intern,120000.0,120000.0,120000.0,120000.0,2,10000.0,5.0,R
junior android engineer,300000.0,300000.0,300000.0,300000.0,2,25000.0,4.7,R
junior android app developer,252000.0,252000.0,252000.0,252000.0,2,21000.0,4.2,R
"junior software developer, java trainer",216000.0,216000.0,216000.0,216000.0,2,18000.0,4.4,R
junior python developer contractor,600000.0,600000.0,600000.0,600000.0,2,50000.0,4.5,"Python, R"
junior java developr,300000.0,300000.0,300000.0,300000.0,2,25000.0,4.2,R
junior java developer/software engineer,324000.0,324000.0,324000.0,324000.0,2,27000.0,4.0,R
juspay software development engineer bengulore,300000.0,300000.0,300000.0,300000.0,2,25000.0,4.1,R
junior test engineer,500000.0,500000.0,500000.0,500000.0,2,41666.67,3.9,R
junior test automation engineer,500000.0,500000.0,500000.0,500000.0,2,41666.67,3.9,R
junior software test automation engineer,200000.0,200000.0,200000.0,200000.0,2,16666.67,3.9,R
lead python developer (data science),480000.0,480000.0,480000.0,480000.0,2,40000.0,5.0,"Python, R"
lead front-end developer,1200000.0,1200000.0,1200000.0,1200000.0,2,100000.0,3.8,R
lead front end engineer,1700000.0,1700000.0,1700000.0,1700000.0,2,141666.67,4.1,R
java/j2ee programmer,700000.0,700000.0,700000.0,700000.0,2,58333.33,3.8,R
java/j2ee developer at tcs,372000.0,372000.0,372000.0,372000.0,2,31000.0,3.9,R
java/j2ee developer - intern,120000.0,120000.0,120000.0,120000.0,2,10000.0,2.0,R
java/j2ee developer - contractor,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.3,R
java/big data developer,720000.0,720000.0,720000.0,720000.0,2,60000.0,3.6,R
junior front-end web developer - intern,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.0,R
junior front-end web developer,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.0,R
junior front end/angular developer,156000.0,156000.0,156000.0,156000.0,2,13000.0,3.9,R
junior front end engineer,900000.0,900000.0,900000.0,900000.0,2,75000.0,4.4,R
junior developer - sql/python/java/sap abap,400000.0,400000.0,400000.0,400000.0,2,33333.33,4.0,"Python, R"
junior backend engineer,100000.0,100000.0,100000.0,100000.0,2,8333.33,4.3,R
lead front end,600000.0,600000.0,600000.0,600000.0,2,50000.0,3.9,R
lead engineer - python,204000.0,204000.0,204000.0,204000.0,2,17000.0,3.7,"Python, R"
lead developer backend,500000.0,500000.0,500000.0,500000.0,2,41666.67,4.5,R
mainframe db2 database administrator - contractor,2100000.0,2100000.0,2100000.0,2100000.0,2,175000.0,4.7,R
magento ii backend developer,300000.0,300000.0,300000.0,300000.0,2,25000.0,4.8,R
machine learning research scientist,120000.0,120000.0,120000.0,120000.0,2,10000.0,2.6,Python
mach software development engineer,1100000.0,1100000.0,1100000.0,1100000.0,2,91666.67,4.4,R
level ii mobile technician,252000.0,252000.0,252000.0,252000.0,2,21000.0,5.0,
"lead, ios team",384000.0,384000.0,384000.0,384000.0,2,32000.0,3.5,
"lead ui designer, magento front-end developer",9900000.0,9900000.0,9900000.0,9900000.0,2,825000.0,3.7,R
lead software test engineer,1000000.0,1000000.0,1000000.0,1000000.0,2,83333.33,3.9,R
lead software development engineer in test engineer,200000.0,200000.0,200000.0,200000.0,2,16666.67,4.8,R
lead software development engineer in test (sdet) ii,3300000.0,3300000.0,3300000.0,3300000.0,2,275000.0,4.4,R
medical lab scientist - mlt,25000.0,25000.0,25000.0,25000.0,2,2083.33,3.2,
medical lab scientist,20500.0,20500.0,20500.0,20500.0,2,1708.33,3.6,
med tech/lab scientist - laboratory,27500.0,27500.0,27500.0,27500.0,2,2291.67,3.6,
"marketing data analyst, may 2020 undergrad",65000.0,65000.0,65000.0,65000.0,2,5416.67,3.8,Excel
market data analyst,44000.0,44000.0,44000.0,44000.0,2,3666.67,3.4,
manual qa tester,180000.0,180000.0,180000.0,180000.0,2,15000.0,3.9,R
managing data scientist/ml engineer,107500.0,107500.0,107500.0,107500.0,2,8958.33,3.4,"Excel, Spark"
java sse contractor,120000.0,120000.0,120000.0,120000.0,2,10000.0,3.4,R
java sse - contractor,600000.0,600000.0,600000.0,600000.0,2,50000.0,4.0,R
java software engineer contractor,31680.0,31680.0,31680.0,31680.0,2,2640.0,3.4,R
java software developer contractor,312000.0,312000.0,312000.0,312000.0,2,26000.0,3.9,R
java software developer - intern,228000.0,228000.0,228000.0,228000.0,2,19000.0,3.9,R
jr software engineer development in test,228000.0,228000.0,228000.0,228000.0,2,19000.0,3.9,R
jr ios developer,312000.0,312000.0,312000.0,312000.0,2,26000.0,4.2,R
jr backend developer - intern,60000.0,60000.0,60000.0,60000.0,2,5000.0,3.6,R
jr backend developer,216000.0,216000.0,216000.0,216000.0,2,18000.0,4.3,R
jjava developer,700000.0,700000.0,700000.0,700000.0,2,58333.33,3.9,R
